timestamp (UTC),timestamp (America/New_York),weekday (America/New_York),open,high,low,close,volume,pct_change_from_event,log_return
2024-11-13 15:00:00+00:00,2024-11-13 10:00:00,Wednesday,148.04,148.1,146.55,147.1897,27856860.0,0.0,
2024-11-13 16:00:00+00:00,2024-11-13 11:00:00,Wednesday,147.19,147.49,145.9,146.785,22027279.0,-0.0027495130433718984,-0.0027532998972885636
2024-11-13 17:00:00+00:00,2024-11-13 12:00:00,Wednesday,146.78,147.2807,146.41,147.1925,15757063.0,1.9023070228385563e-05,0.0027723227865807942
2024-11-13 18:00:00+00:00,2024-11-13 13:00:00,Wednesday,147.19,147.84,146.88,147.73,13316191.0,0.0036707731587197756,0.003645029423747559
2024-11-13 19:00:00+00:00,2024-11-13 14:00:00,Wednesday,147.74,147.76,146.51,146.82,14538859.0,-0.0025117246655166348,-0.006178936650881539
2024-11-13 20:00:00+00:00,2024-11-13 15:00:00,Wednesday,146.81,147.1999,145.94,146.41,24067390.0,-0.005297245663249517,-0.002796441477244116
2024-11-13 21:00:00+00:00,2024-11-13 16:00:00,Wednesday,146.27,146.73,146.27,146.51,10747393.0,-0.004617850297948811,0.0006827803078310879
2024-11-14 15:00:00+00:00,2024-11-14 10:00:00,Thursday,147.58,148.86,147.33,148.356299,36117068.0,0.007925819537644374,0.012523120719899694
2024-11-14 16:00:00+00:00,2024-11-14 11:00:00,Thursday,148.3592,149.0,148.33,148.43,20870825.0,0.008426540715824604,0.0004966604035523403
2024-11-14 17:00:00+00:00,2024-11-14 12:00:00,Thursday,148.435,148.68,147.27,147.6779,18430719.0,0.003316808173398078,-0.0050799159182304265
2024-11-14 18:00:00+00:00,2024-11-14 13:00:00,Thursday,147.67,147.8,146.53,146.615,14084558.0,-0.0039044851643829093,-0.0072234472641321545
2024-11-14 19:00:00+00:00,2024-11-14 14:00:00,Thursday,146.615,147.22,146.47,146.895,22971803.0,-0.0020021781415410222,0.0019079423865564493
2024-11-14 20:00:00+00:00,2024-11-14 15:00:00,Thursday,146.8907,146.9,145.76,146.8,27816276.0,-0.0026476037385766427,-0.0006469296604523223
2024-11-14 21:00:00+00:00,2024-11-14 16:00:00,Thursday,146.83,146.93,146.31,146.7,3943398.0,-0.0033269991038774593,-0.0006814310314799954
2024-11-15 15:00:00+00:00,2024-11-15 10:00:00,Friday,143.85,144.3,141.81,143.1821,38155524.0,-0.027227448659790765,-0.024272438435541055
2024-11-15 16:00:00+00:00,2024-11-15 11:00:00,Friday,143.1899,143.53,141.3,141.4123,27787491.0,-0.03925138783488247,-0.012437509763939758
2024-11-15 17:00:00+00:00,2024-11-15 12:00:00,Friday,141.42,142.19,140.84,141.735,25274374.0,-0.03705897899105692,0.0022793799532445647
2024-11-15 18:00:00+00:00,2024-11-15 13:00:00,Friday,141.735,141.79,140.35,140.565,23020082.0,-0.04500790476507521,-0.0082891016588027
2024-11-15 19:00:00+00:00,2024-11-15 14:00:00,Friday,140.57,141.55,140.08,141.32,27567903.0,-0.039878469757055,0.00535680724704779
2024-11-15 20:00:00+00:00,2024-11-15 15:00:00,Friday,141.325,142.34,141.27,141.9703,35895035.0,-0.03546036169650446,0.004591058304796114
2024-11-15 21:00:00+00:00,2024-11-15 16:00:00,Friday,141.93,142.490125,141.83,142.05,3982211.0,-0.03491888359035977,0.0005612275044564186
