timestamp (UTC),timestamp (America/New_York),weekday (America/New_York),open,high,low,close,volume,pct_change_from_event,log_return
2024-10-25 14:00:00+00:00,2024-10-25 10:00:00,Friday,142.74,143.78,142.45,143.4196,35601364.0,0.0,
2024-10-25 15:00:00+00:00,2024-10-25 11:00:00,Friday,143.41,144.13,143.307,143.72,27290558.0,0.002094553324650139,0.002092362806074277
2024-10-25 16:00:00+00:00,2024-10-25 12:00:00,Friday,143.715,143.79,143.185,143.299011,14818714.0,-0.000840812552816983,-0.002933529040032745
2024-10-25 17:00:00+00:00,2024-10-25 13:00:00,Friday,143.3,143.5,141.43,141.705,26801918.0,-0.011955130261135816,-0.011186001316077387
2024-10-25 18:00:00+00:00,2024-10-25 14:00:00,Friday,141.71,142.2999,140.942,142.004,23757811.0,-0.009870338503245146,0.002107794329398338
2024-10-25 19:00:00+00:00,2024-10-25 15:00:00,Friday,142.01,142.19,141.38,141.47,20463949.0,-0.013593678967170453,-0.003767545747763279
2024-10-25 20:00:00+00:00,2024-10-25 16:00:00,Friday,141.54,142.664,141.1,141.44,1482931.0,-0.013802855397728075,-0.0002120815815098709
