timestamp (UTC),timestamp (America/New_York),weekday (America/New_York),open,high,low,close,volume,pct_change_from_event,log_return
2024-09-09 14:00:00+00:00,2024-09-09 10:00:00,Monday,106.12,106.3,103.69,103.8391,51417432.0,0.0,
2024-09-09 15:00:00+00:00,2024-09-09 11:00:00,Monday,103.8499,105.39,103.75,105.39,32254587.0,0.01493560710753461,0.014825169207902889
2024-09-09 16:00:00+00:00,2024-09-09 12:00:00,Monday,105.388,105.97,105.05,105.785,23728487.0,0.01873956919888564,0.003740977489435693
2024-09-09 17:00:00+00:00,2024-09-09 13:00:00,Monday,105.785,106.2,104.97,105.28,24281503.0,0.013876275892221734,-0.004785264858274019
2024-09-09 18:00:00+00:00,2024-09-09 14:00:00,Monday,105.28,105.51,104.68,105.3794,22760189.0,0.014833526099513605,0.0009437035079082889
2024-09-09 19:00:00+00:00,2024-09-09 15:00:00,Monday,105.37,106.55,104.99,106.48,31055245.0,0.025432616422908172,0.01039000300194104
2024-09-09 20:00:00+00:00,2024-09-09 16:00:00,Monday,106.46,107.13,106.23,106.8,4190949.0,0.028514307231091163,0.0030007524392381413
2024-09-10 14:00:00+00:00,2024-09-10 10:00:00,Tuesday,106.99,107.8,105.96,106.8701,49711043.0,0.029189390123758763,0.0006561517265639694
2024-09-10 15:00:00+00:00,2024-09-10 11:00:00,Tuesday,106.87,107.44,105.25,105.28,33803926.0,0.013876275892221734,-0.014990610675651439
2024-09-10 16:00:00+00:00,2024-09-10 12:00:00,Tuesday,105.285,106.25,104.95,105.8109,29752958.0,0.018988993548672894,0.005030071115194268
2024-09-10 17:00:00+00:00,2024-09-10 13:00:00,Tuesday,105.8101,106.72,105.76,106.545,21229582.0,0.026058584868320356,0.006913892425681745
2024-09-10 18:00:00+00:00,2024-09-10 14:00:00,Tuesday,106.55,107.58,106.55,107.134,23691604.0,0.031730822012132176,0.005512956273415526
2024-09-10 19:00:00+00:00,2024-09-10 15:00:00,Tuesday,107.13,108.18,107.03,108.02,29921287.0,0.04026325343728887,0.008236007773446019
2024-09-10 20:00:00+00:00,2024-09-10 16:00:00,Tuesday,108.03,108.14,106.894,107.81,6484379.0,0.03824089384441898,-0.0019459766137179813
2024-09-11 14:00:00+00:00,2024-09-11 10:00:00,Wednesday,110.27,110.48,107.42,108.575,62889694.0,0.04560806093273162,0.007070759869859167
2024-09-11 15:00:00+00:00,2024-09-11 11:00:00,Wednesday,108.56,111.26,108.2,111.17,48154738.0,0.07059864733034082,0.023619382824637825
2024-09-11 16:00:00+00:00,2024-09-11 12:00:00,Wednesday,111.17,112.88,111.01,112.075,54975497.0,0.07931405414723347,0.008107728795979874
2024-09-11 17:00:00+00:00,2024-09-11 13:00:00,Wednesday,112.08,114.4,112.04,114.2808,51688203.0,0.10055653409939036,0.019490287646584115
2024-09-11 18:00:00+00:00,2024-09-11 14:00:00,Wednesday,114.28,115.5,114.21,115.105,50339392.0,0.10849381398721669,0.007186177582772402
2024-09-11 19:00:00+00:00,2024-09-11 15:00:00,Wednesday,115.105,117.19,114.76,116.85,64922379.0,0.1252986591755898,0.015046305714006891
2024-09-11 20:00:00+00:00,2024-09-11 16:00:00,Wednesday,116.8,117.2,116.55,116.75,5540958.0,0.12433563079803278,-0.0008561644358602294
